Unnamed: 0,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space,Latitude,Longitude
321,90,80000,4,7,9,Требует ремонта,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тонг, 2-й массив Тузель",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.361196,69.361196
322,56,58000,2,3,16,Средний,Монолитный,"город Ташкент, Янгихаётский район, жилой комплекс Янгидархон-2",1,1,1,1,1,1,1,1,1,1,1,0,1,1,69.23006,69.23006
323,75.4,105000,3,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, 6-й квартал",0,1,1,1,1,1,1,1,0,1,1,0,0,1,69.354135,69.354135
324,50,45000,3,1,2,Требует ремонта,Кирпичный,"город Ташкент, Яшнободский район, массив Авиагородок-22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.311968,69.311968
325,35,80000,1,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, массив Ц-2, тупик улица Алай Бозори",1,0,1,1,0,0,1,1,1,0,0,0,0,0,69.286151,69.286151
326,30,36000,1,2,3,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Биродарлик, улица Гейдара Алиева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.276548,69.276548
327,58,97000,2,3,9,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Буюк Туран, улица Осиё",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.28713,69.28713
328,72,65000,3,2,4,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Олтинводий, улица Олтинводий",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.246319,69.246319
329,85.66,70000,3,1,5,Средний,Панельный,"город Ташкент, Сергелийский район, махалля Олтин Водий, 2-й тупик Олтинводий",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.240795,69.240795
330,78,128000,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Алай, улица Олой Бозори",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.287543,69.287543
331,78,73000,3,4,7,Евроремонт,Кирпичный,"город Ташкент, Янгихаётский район, 16-й квартал",1,1,0,1,1,1,1,0,0,1,0,0,1,1,69.20921,69.20921
332,69,98000,3,6,9,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Хамид Олимжон, проспект Мустакиллик",1,1,0,0,1,1,0,1,0,1,0,0,0,0,69.298404,69.298404
333,75,135000,3,3,9,Евроремонт,Блочный,"город Ташкент, Мирабадский район, махаллинский сход граждан Фаровон, улица Мирабад",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.268553,69.268553
334,50,63350,2,3,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 14-й квартал",0,1,0,0,0,1,0,0,0,1,1,0,0,1,69.191414,69.191414
335,56.7,37000,2,2,4,Средний,Панельный,"Ташкентская область, Чирчик, проспект Амира Темура",0,0,0,1,1,1,1,1,0,1,0,0,0,0,69.574366,69.574366
336,92,88000,4,2,5,Евроремонт,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Саховат",0,0,0,0,0,1,1,0,1,1,0,0,0,0,69.238558,69.238558
337,111,88000,4,2,9,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Зиё, улица Талабалар",1,1,1,1,1,1,1,1,1,0,0,0,0,1,69.211339,69.211339
338,82,140000,4,2,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Беларык, улица Ракат",0,1,1,1,0,1,0,1,1,1,1,0,0,1,69.244702,69.244702
339,60,120000,2,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Ат-Тирмизи, улица Афросиаб",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263324,69.263324
340,60,83000,2,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Бешчинар",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.260252,69.260252
341,50,83000,1,3,9,Средний,Блочный,"город Ташкент, Мирабадский район, махаллинский сход граждан Афрасиаб, улица Афросиаб",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263324,69.263324
342,84,115000,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Шараф Рашидов, улица Якуба Коласа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.273071,69.273071
343,51,56500,1,1,4,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.369586,69.369586
344,160,175000,3,1,3,Евроремонт,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Ипакчи, улица Ипакчи",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.189186,69.189186
345,60.8,50500,2,6,10,Черновая отделка,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Куксарой",1,0,0,0,0,1,0,0,0,0,0,1,1,1,69.331758,69.331758
346,56.16,56000,2,4,5,Средний,Панельный,"город Ташкент, Янгихаётский район, массив Дустлик-1",0,1,1,0,1,1,1,1,1,1,1,0,0,1,69.212857,69.212857
347,63,105000,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция, улица Юсуфа Хос Ходжиба",0,0,1,1,1,1,1,1,1,1,1,0,0,1,69.25886,69.25886
348,56.4,65000,2,5,5,Средний,Монолитный,"город Ташкент, Юнусабадский район, 5-й квартал",0,0,1,0,0,1,0,1,0,1,0,0,0,0,69.274643,69.274643
349,42,106000,2,7,9,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Богишамол, улица Ахмада Дониша",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.278165,69.278165
350,84,86000,4,2,4,Средний,Панельный,"город Ташкент, Алмазарский район, квартал 1/4",0,0,1,0,0,0,0,0,1,0,0,0,0,0,69.202428,69.202428
351,61,85000,2,2,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Жангох",0,1,1,1,1,1,1,1,1,1,1,1,1,1,69.25241,69.25241
352,60,65000,2,3,4,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Маърифат, улица Эльбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.312678,69.312678
353,56,120000,3,4,4,Евроремонт,Кирпичный,"Ташкентская область, махаллинский сход граждан Гулистон, улица Миробод",0,0,1,1,1,0,1,1,1,0,0,0,0,0,69.435675,69.435675
354,35,50500,1,2,4,Евроремонт,Другое,"город Ташкент, Чиланзарский район, махалля Чилонзор, улица Мукими",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.231587,69.231587
355,100,95000,4,8,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, 3-й квартал",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.310189,69.310189
356,60,55000,2,4,5,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Парвоз",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.353237,69.353237
357,31,42000,1,2,6,Требует ремонта,Кирпичный,"город Ташкент, Сергелийский район, махаллинский сход граждан Хабибий, улица Мирзы Турсунзаде",1,0,0,0,0,1,1,0,0,1,0,0,0,0,69.21018,69.21018
358,50,80000,2,9,10,Черновая отделка,Кирпичный,"город Ташкент, Юнусабадский район, массив Минор, проезд Минор",1,0,0,0,0,1,0,0,0,0,0,1,1,0,69.279844,69.279844
359,71,87000,3,4,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, массив Наккашлык",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.202913,69.202913
360,60,83000,2,2,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, 4-й квартал",0,0,1,1,0,1,1,1,1,1,1,0,0,0,69.345745,69.345745
361,43,44500,1,6,9,Средний,Монолитный,"город Ташкент, Сергелийский район, махаллинский сход граждан Хабибий",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.210872,69.210872
362,30,51000,1,1,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Бабур, улица Абдуллы Каххара",0,1,1,1,0,1,0,0,1,1,1,0,1,0,69.261052,69.261052
363,72.4,85000,3,2,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Геофизика",0,1,0,0,0,1,0,0,0,1,1,0,0,0,69.386762,69.386762
364,50,69500,2,2,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 3-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.222954,69.222954
365,78,88000,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-1",0,1,1,1,0,1,1,1,0,0,1,1,0,1,69.364043,69.364043
366,72,66500,3,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кушчинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.274904,69.274904
367,38,45000,1,4,4,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Илтифот, улица Авиасозлар",0,1,1,0,0,1,1,0,1,1,0,0,0,0,69.343265,69.343265
368,72,80000,3,1,9,Средний,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Журабек, Фергана Йули",1,1,0,1,1,1,1,0,1,1,1,1,0,1,69.312462,69.312462
369,40,41000,1,3,4,Средний,Панельный,"город Ташкент, Яшнободский район, массив Уйсозлар",0,1,0,0,0,1,0,0,1,1,1,0,0,1,69.3427,69.3427
370,45,51000,1,1,4,Средний,Монолитный,"город Ташкент, Мирзо-Улугбекский район, массив Феруза-2, улица Феруза",0,1,1,0,0,1,1,1,0,1,1,0,0,1,69.367241,69.367241
371,100,157000,4,4,9,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Темурийлар, улица Амир Темур",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.376934,69.376934
372,61.02,80000,2,3,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Ахмада Югнаки, улица Ахмада Югнаки",0,0,1,1,0,0,1,1,1,0,0,0,0,0,69.389906,69.389906
373,92,85000,4,8,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Хумаюн",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.388945,69.388945
374,30,39500,1,5,5,Авторский проект,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Фазогир, улица Корасув",0,0,1,1,0,1,1,1,1,1,1,1,1,1,69.340076,69.340076
375,43,27000,2,1,5,Евроремонт,Кирпичный,"Хорезмская область, Ургенч, махаллинский сход граждан Учкуприк, проспект Аль-Хорезми",0,0,1,1,0,1,1,1,0,0,0,0,0,1,60.63108,60.63108
376,38,60000,1,4,12,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 13-й квартал, улица Ниязбек",1,0,0,0,0,1,0,0,0,1,0,0,1,0,69.297748,69.297748
377,55,61500,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Отчопар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.290391,69.290391
378,92,92500,4,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Собиробод",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.27644,69.27644
379,80,89000,4,3,4,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Мингчинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.282818,69.282818
380,58,54500,2,4,4,Авторский проект,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Абад, улица Зарбулак",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.326,69.326
381,78,73000,3,2,5,Средний,Панельный,"город Ташкент, Сергелийский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.289717,69.289717
382,67,40000,3,5,5,Требует ремонта,Кирпичный,"Ташкентская область, Чирчик, улица Маданият",0,0,0,0,0,1,0,0,0,1,1,0,0,1,69.58105,69.58105
383,38,41000,2,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, улица Янгибозор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.311034,69.311034
384,100,115000,4,6,9,Средний,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Кичик Хирмантепа, улица Аль-Хорезми",1,1,1,1,0,1,1,1,1,1,1,0,0,1,69.190462,69.190462
385,56,30895.02,3,4,4,Евроремонт,Кирпичный,"Кашкадарьинская область, Карши, 6-й микрорайон",0,1,0,0,0,0,0,0,0,0,0,0,0,0,65.78909,65.78909
386,100,110000,3,5,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция",1,0,1,1,1,0,1,1,1,1,0,0,0,0,69.256857,69.256857
387,84,105000,3,5,5,Средний,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Мирабад, улица Авлиё-Ота",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.277608,69.277608
388,75,127000,3,7,9,Евроремонт,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мингурик, улица Шахрисабз",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.276476,69.276476
389,55,103000,2,4,4,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Дилбулок, улица Шота Руставели",0,0,1,1,0,0,1,1,1,1,0,0,0,0,69.241935,69.241935
390,25,27000,1,2,9,Авторский проект,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Катта-Казирабад, Малая кольцевая дорога",1,1,1,0,0,1,0,1,0,1,1,0,1,1,69.201574,69.201574
391,20,23555,1,3,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, массив Наккашлык, 4-й проезд Домбрабад",0,1,0,0,0,1,0,0,0,1,1,0,0,1,69.207422,69.207422
392,50,56950,2,2,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 21-й квартал",0,1,1,1,0,1,1,1,1,1,1,0,0,1,69.174697,69.174697
393,27,31500,1,3,4,Требует ремонта,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Хусниобод",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.287714,69.287714
394,68,80000,3,3,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахриобод",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.326916,69.326916
395,111,190000,3,4,7,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аккурган, улица Катта Дархон",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.309273,69.309273
396,109.66,150000,3,6,7,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, 3-й проезд Катта-Дархан",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.307018,69.307018
397,60,80000,2,3,4,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Олимлар, улица Дурмон йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.342628,69.342628
398,63,90000,2,1,9,Евроремонт,Кирпичный,"Кашкадарьинская область, Шахрисабз, махаллинский сход граждан Синабог, улица Шохсарой",1,1,1,1,1,1,1,1,1,1,1,0,1,1,66.819781,66.819781
399,90,120000,4,9,12,Евроремонт,Монолитный,"город Ташкент, Яшнободский район, махаллинский сход граждан Наврузобод, 6-й проезд Авиасозлар",1,1,1,0,0,1,1,1,1,1,0,0,1,0,69.346437,69.346437
400,70,121000,3,2,5,Авторский проект,Кирпичный,"город Ташкент, Яккасарайский район, махалля Абдулла Каххор, улица Бабура",0,0,1,1,0,0,1,1,1,1,0,0,0,0,69.254054,69.254054
401,140,105000,4,8,9,Черновая отделка,No material,"город Ташкент, Юнусабадский район, Минор",1,0,0,1,0,1,0,0,0,0,1,1,1,1,69.276116,69.276116
402,56,65000,2,1,4,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Навнихол, улица Муминова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.338936,69.338936
403,57,82000,2,7,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Бобур, улица Бабура",1,1,1,1,0,0,1,0,0,1,0,0,0,0,69.254054,69.254054
404,20,26000,1,4,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Мухандислар, улица Шота Руставели",0,0,0,1,0,1,1,1,1,1,0,0,0,1,69.241935,69.241935
405,30,80000,2,7,8,Евроремонт,Кирпичный,"город Ташкент, Юнусабадский район, массив Ц-2, проезд Олой Бозори",1,0,0,1,0,0,1,1,1,0,0,0,0,0,69.286151,69.286151
406,60,81000,2,4,9,Евроремонт,Монолитный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Абдулла Каххар, улица Бабура",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.254054,69.254054
407,47,56000,2,3,4,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Гулистан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.157997,69.157997
408,94,137000,3,4,6,Черновая отделка,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Ташисти, улица Ифтихор",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.409768,69.409768
409,53,72000,2,2,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Тукимачи, улица Шота Руставели",0,1,1,1,1,1,1,1,1,1,1,1,1,1,69.241935,69.241935
410,58,65000,2,3,4,Евроремонт,Панельный,"Ташкентская область, городской посёлок Салар, улица Зиёкорлар",0,1,1,1,0,1,1,1,1,1,1,0,0,1,69.357288,69.357288
411,97,95000,5,5,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Обиназир, улица Тошкуча",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.209794,69.209794
412,19,25000,1,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Авиасозлар, улица Авиасозлар",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.343265,69.343265
413,62,96000,2,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, улица Аккурган",0,0,1,0,0,0,1,1,1,1,0,0,0,1,69.304701,69.304701
414,50,68000,2,3,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 6-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.211114,69.211114
415,70,103000,3,8,9,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Дархан, проспект Мустакиллик",1,0,1,1,0,0,1,1,1,1,0,0,0,0,69.298404,69.298404
416,68,90000,3,2,4,Требует ремонта,Кирпичный,"город Ташкент, Чиланзарский район, массив Алгоритм-Г35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.159147,69.159147
417,87,130000,4,4,5,Евроремонт,Панельный,"город Ташкент, Шайхантахурский район, массив Чорсу",0,1,1,1,1,1,1,1,1,1,1,0,1,1,69.230635,69.230635
418,50,64000,2,2,5,Евроремонт,Другое,"город Ташкент, Чиланзарский район, 17-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.196723,69.196723
419,45,62500,2,2,4,Евроремонт,Кирпичный,"город Ташкент, Учтепинский район, квартал Г9А",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.1752,69.1752
420,30,48000,1,3,4,Евроремонт,Монолитный,"город Ташкент, Чиланзарский район, 7-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.210315,69.210315
421,30,48000,1,2,4,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, 4-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.21769,69.21769
422,75,88000,3,4,9,Средний,Блочный,"город Ташкент, Яшнободский район, махаллинский сход граждан Бойкургон, 1-я улица Мавляна Риёзи",1,1,1,1,0,1,1,1,1,1,1,0,0,1,69.312723,69.312723
423,70,95000,3,4,5,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Тонг Юлдузи, Фергана Йули",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.312462,69.312462
424,60,58000,2,8,9,Требует ремонта,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Машинасозлар, улица Боткина",1,1,0,0,0,1,0,0,0,1,1,0,0,0,69.313298,69.313298
425,55,75000,3,1,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Янгитарнов, 2-й проезд Козитарнов",0,0,0,0,0,0,0,0,0,1,0,0,0,1,69.2949,69.2949
426,50,52200,2,4,4,Евроремонт,Панельный,"город Ташкент, Учтепинский район, 15-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.182566,69.182566
427,86,115000,3,4,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Окибат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.290669,69.290669
428,75,128000,3,3,9,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Шахрисабз",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.286097,69.286097
429,131,168000,3,5,9,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Дустобод, улица Олтинтепа",1,1,1,1,1,1,1,1,1,1,1,1,1,1,69.339313,69.339313
430,63.5,165000,2,12,12,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махалля Сайрам, улица Сайрам",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.32441,69.32441
431,66,73000,3,4,5,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Калкон",0,1,0,0,0,1,0,0,0,1,1,0,0,0,69.371535,69.371535
432,52,60000,2,1,4,Средний,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Гузар, улица Лутфий",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.188216,69.188216
433,95,115000,4,6,9,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Асака, улица Мирзакалона Исмаили",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.304368,69.304368
434,68,63000,3,5,5,Средний,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Тинчликабад",0,0,1,1,0,0,1,1,1,0,1,0,0,0,69.181093,69.181093
435,70,66000,2,5,8,Средний,Кирпичный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Мархамат",1,1,0,0,0,1,0,0,0,1,0,0,0,1,69.199733,69.199733
436,90,85000,4,3,3,Средний,Кирпичный,"город Ташкент, Алмазарский район, махаллинский сход граждан Ачабад, улица Сагбан",0,1,0,0,0,1,1,0,0,1,0,0,0,1,69.22979,69.22979
437,38,46500,1,2,5,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, 19-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.315948,69.315948
438,108,200000,3,6,10,Евроремонт,Другое,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кашгар, улица Абдуллы Кадыри",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.272649,69.272649
439,65,130000,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, массив Ракат, улица Беларик",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.243031,69.243031
440,50,72000,2,5,5,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, массив Буз-1, улица Мирзо Улугбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.335863,69.335863
441,52,52000,2,2,2,Средний,Кирпичный,"город Ташкент, Бектемирский район, махаллинский сход граждан Рахат",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.379027,69.379027
442,31,37000,1,1,4,Евроремонт,Монолитный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Тракторсозлар, 5-й проезд Буюк Ипак Йули",0,0,1,1,1,1,1,1,1,1,1,1,1,1,69.391092,69.391092
443,95,110000,4,3,9,Евроремонт,Панельный,"город Ташкент, Алмазарский район, махаллинский сход граждан Зиё, Малая кольцевая дорога",1,1,0,0,0,1,0,0,1,1,1,0,0,0,69.27767,69.27767
444,109,100000,4,1,4,Средний,Кирпичный,"Ташкентская область, городской посёлок Салар, Университетская улица",0,0,0,0,0,1,0,0,1,0,0,0,0,1,69.346419,69.346419
445,45,53500,2,5,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Чарх Камалан-3, улица Мукими",0,1,0,0,0,1,0,0,0,1,1,0,0,1,69.231587,69.231587
446,84,105000,3,3,4,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, массив Ц-12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.267349,69.267349
447,58,48500,2,4,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Тузель, улица Тузел 1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.364609,69.364609
448,57,58000,2,4,4,Черновая отделка,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Подшобог, тупик Туртарык",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.343885,69.343885
449,42,43000,1,5,5,Авторский проект,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Иттифок",0,0,0,0,0,1,0,1,1,1,1,0,1,1,69.228425,69.228425
450,109,120000,4,2,5,Средний,Панельный,"город Ташкент, Мирабадский район, махаллинский сход граждан Янги Замон, тупик Куддус",0,1,0,0,0,1,0,0,0,1,1,0,0,1,69.292735,69.292735
451,38,44000,1,3,5,Средний,Панельный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Файзли, улица Кипчак",1,1,1,1,1,1,1,1,1,1,1,1,1,1,69.217654,69.217654
452,80,90000,3,1,9,Евроремонт,Монолитный,"город Ташкент, Учтепинский район, массив Изза, улица Пойгох",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.147594,69.147594
453,45,69000,2,3,5,Средний,Панельный,"город Ташкент, Юнусабадский район, 5-й квартал, улица Еттичинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.270852,69.270852
454,70,78000,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, 1-й квартал",0,0,1,1,1,1,1,1,1,1,1,0,1,0,69.354863,69.354863
455,95,90000,4,5,5,Средний,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Узбекистан Мустакиллиги",0,1,1,1,1,0,1,1,0,0,0,0,0,0,69.303937,69.303937
456,65.84,53000,3,7,10,Евроремонт,Монолитный,"город Ташкент, Бектемирский район, махаллинский сход граждан Абай, улица Г60",1,0,0,0,0,1,0,0,0,0,0,0,0,0,69.364879,69.364879
457,112,100000,4,2,5,Средний,Панельный,"город Ташкент, Сергелийский район, махаллинский сход граждан Халкобод",0,1,1,1,1,1,1,1,1,1,1,0,0,1,69.299464,69.299464
458,60.3,60000,2,1,3,Авторский проект,Другое,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Жасорат, улица Хислат",0,0,0,0,0,1,0,0,0,1,1,0,0,1,69.389026,69.389026
